Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VLE ARGONNE N. 32 ; isolato:216; accesso: accesso esterno; (z.d. 4)";VLE ;ARGONNE;32;3254;4;pink bar tabacchi;tabella speciale monopolio;;32;32
"VIA ALBANI FRANCESCO N. 71 ; isolato:165; accesso: accesso esterno; (z.d. 8)";VIA ;ALBANI FRANCESCO;71;6399;8;;non alimentare;;32;32
"VIA PALERMO N. 11 ; isolato:172; accesso: accesso esterno; (z.d. 1)";VIA ;PALERMO;11;1025;1;;non alimentare;;32;32
"VIA SAN VINCENZO num.018/a; isolato:020; accesso: accesso esterno; (z.d. 1)";VIA ;SAN VINCENZO;;5098;1;;non alimentare;;32;32
"VIA SAN SIRO N. 7 ; isolato:191; accesso: accesso esterno; (z.d. 7)";VIA ;SAN SIRO;7;6282;7;cosmetic center;non alimentare;;32;32
"RIP DI PTA TICINESE N. 27 ; isolato:074; accesso: accesso esterno; (z.d. 6)";RIP ;DI PTA TICINESE;27;5150;6;;non alimentare;;32;32
"VLE CAMPANIA N. 30 ; isolato:243; accesso: accesso esterno; (z.d. 4)";VLE ;CAMPANIA;30;3100;4;macelleria salumeria;alimentare;;32;32
"VIA TEODOSIO N. 46 ; isolato:037; accesso: accesso esterno; (z.d. 3)";VIA ;TEODOSIO;46;2550;3;gioielleria de palma;Non Alimentare;1;33;32
"VLE DORIA ANDREA N. 35 ; isolato:006; accesso: accesso interno; (z.d. 3)";VLE ;DORIA ANDREA;35;2230;3;;non alimentare;;96;32
"VIA MONTE NAPOLEONE N. 29 ;via monte napoleone 029; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;29;219;1;;non alimentare;;32;32
"VIA SALVINI TOMMASO N. 2 ; isolato:021; accesso: accesso esterno; (z.d. 1)";VIA ;SALVINI TOMMASO;2;2175;1;;non alimentare;;32;32
"VLE CERTOSA N. 36 ; isolato:316; accesso: accesso interno; (z.d. 8)";VLE ;CERTOSA;36;7174;8;top line video srl.;non alimentare;;32;32
"VIA NOVARA N. 105 ; isolato:038; accesso: accesso esterno; (z.d. 7)";VIA ;NOVARA;105;6624;7;onoranze funebri;non alimentare;;32;32
"VIA SOTTOCORNO PASQUALE N. 2 ; isolato:014; accesso: accesso esterno; (z.d. 4)";VIA ;SOTTOCORNO PASQUALE;2;3152;4;kim;non alimentare;;32;32
"VLE TUNISIA N. 2 ; isolato:106; accesso: accesso esterno; (z.d. 3)";VLE ;TUNISIA;2;2121;3;ghigodonna;non alimentare;;32;32
"VIA HERMADA N. 4 ; isolato:069; accesso: accesso esterno; (z.d. 9)";VIA ;HERMADA;4;1588;9;;non alimentare;;32;32
"VIA DI RUDINI' ANTONIO N. 8 ; isolato:102; accesso: accesso interno; (z.d. 6)";VIA ;DI RUDINI' ANTONIO;8;5429;6;;alimentare;;32;32
"VIA FUCINI RENATO N. 20 ; isolato:110; accesso: accesso esterno; (z.d. 3)";VIA ;FUCINI RENATO;20;2199;3;;non alimentare;;32;32
"VLE MONZA N. 112 ; isolato:176; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;112;2274;2;cartoleria giocattoli;non alimentare;;32;32
"VIA FERRUCCI FRANCESCO N. 22 ; isolato:086; accesso: accesso esterno; (z.d. 8)";VIA ;FERRUCCI FRANCESCO;22;7150;8;madre natura;"alimentare;non alimentare";;32;32
"VIA SAMMARTINI GIOVANNI BATTISTA N. 69 ; isolato:141; accesso: accesso esterno; (z.d. 2)";VIA ;SAMMARTINI GIOVANNI BATTISTA;69;1202;2;;non alimentare;;32;32
"VIA DELLE FORZE ARMATE N. 43 ; isolato:207; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;43;6643;7;omnitel;non alimentare;;32;32
"VLE PIAVE N. 7 ; isolato:164; accesso: accesso esterno; (z.d. 1)";VLE ;PIAVE;7;2179;1;;non alimentare;;32;32
"VIA PALAZZI LAZZARO N. 7 ; isolato:130; accesso: accesso esterno; (z.d. 3)";VIA ;PALAZZI LAZZARO;7;2171;3;ferramenta;non alimentare;;32;32
"VIA F.LLI ROSSELLI N. 1 ; isolato:031; accesso: accesso esterno; (z.d. 4)";VIA ;F.LLI ROSSELLI;1;4181;4;boutique del pane;alimentare;;70;32
"PLE GORINI PAOLO N. 11 ; isolato:148; (z.d. 3)";PLE ;GORINI PAOLO;11;3170;3;;non alimentare;;32;32
"PZA SAN MATERNO N. 2 ; isolato:009; (z.d. 3)";PZA ;SAN MATERNO;2;2423;3;;non alimentare;;32;32
"VIA CASORETTO N. 60 ; isolato:016; accesso: accesso esterno; (z.d. 3)";VIA ;CASORETTO;60;2420;3;;non alimentare;;32;32
"VIA PALMA JACOPO N. 4 ; isolato:010; accesso: accesso esterno; (z.d. 7)";VIA ;PALMA JACOPO;4;6605;7;tabaccheria;tabella speciale monopolio;;32;32
"VIA CADORE N. 30 ; isolato:074; accesso: accesso esterno; (z.d. 4)";VIA ;CADORE;30;3077;4;;non alimentare;;32;32
"VIA PISACANE CARLO N. 36 ; isolato:148; (z.d. 3)";VIA ;PISACANE CARLO;36;2188;3;;non alimentare;;32;32
"CSO DI PORTA NUOVA N. 32 ; isolato:088; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA NUOVA;32;1044;1;;non alimentare;;32;32
"VIA ANFOSSI AUGUSTO N. 19 ; isolato:050; accesso: accesso esterno; (z.d. 4)";VIA ;ANFOSSI AUGUSTO;19;3071;4;new tech srl.;non alimentare;;32;32
"VLE MONTE NERO N. 76 ; isolato:043; (z.d. 4)";VLE ;MONTE NERO;76;3062;4;;non alimentare;;32;32
"CSO GENOVA N. 1 ; isolato:219; accesso: accesso esterno; (z.d. 1)";CSO ;GENOVA;1;5164;1;concetto moda diffusion;non alimentare;;32;32
"VLE BRENTA N. 7 ; isolato:048; accesso: accesso esterno; (z.d. 4)";VLE ;BRENTA;7;4151;4;ottica busetti;non alimentare;9;41;32
"PZA FUSINA ANDREA N. 2 ; isolato:196; accesso: accesso esterno; (z.d. 3)";PZA ;FUSINA ANDREA;2;3300;3;;non alimentare;;32;32
"VIA DE AMICIS EDMONDO N. 49 ;via de amicis edmondo 049; isolato:458; accesso: accesso esterno; (z.d. 1)";VIA ;DE AMICIS EDMONDO;49;574;1;gioielleria;non alimentare;;32;32
"VIA TIRSO N. 8 ; isolato:042; accesso: accesso esterno; (z.d. 5)";VIA ;TIRSO;8;4230;5;;non alimentare;;32;32
"VIA GIAMBELLINO N. 150 ; isolato:135; accesso: accesso esterno; (z.d. 6)";VIA ;GIAMBELLINO;150;5136;6;preparazione pasti;"alimentare;non alimentare";;32;32
"VIA SANTA MARIA ALLA PORTA N. 11 ;via santa maria alla porta 011; isolato:344; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA MARIA ALLA PORTA;11;620;1;;non alimentare;;40;32
"VIA MICHELINO DA BESOZZO N. 6 ; isolato:299; accesso: accesso esterno; (z.d. 8)";VIA ;MICHELINO DA BESOZZO;6;7263;8;video home;non alimentare;;32;32
"VIA REMBRANDT N. 11 ; isolato:003; accesso: accesso esterno; (z.d. 7)";VIA ;REMBRANDT;11;6618;7;camiceria;non alimentare;;32;32
"VIA TITO LIVIO N. 7 ; isolato:121; accesso: accesso esterno; (z.d. 4)";VIA ;TITO LIVIO;7;4086;4;;non alimentare;;32;32
"VIA MASANIELLO N. 14 ; isolato:132; accesso: accesso esterno; (z.d. 7)";VIA ;MASANIELLO;14;6768;7;elettrauto baggio;non alimentare;;49;32
"VIA VENIERO SEBASTIANO N. 8 ; isolato:164; (z.d. 8)";VIA ;VENIERO SEBASTIANO;8;6423;8;;alimentare;;0;32
"VIA VITRUVIO N. 44 ; isolato:039; (z.d. 2)";VIA ;VITRUVIO;44;2134;2;;non alimentare;;40;32
"VIA ANFOSSI AUGUSTO N. 17 ; isolato:050; (z.d. 4)";VIA ;ANFOSSI AUGUSTO;17;3071;4;;non alimentare;;32;32
"VIA MARCIANO N. 12 ; isolato:221; (z.d. 4)";VIA ;MARCIANO;12;3294;4;;non alimentare;;37;32
"VIA CASCINA BAROCCO N. 4 allo sportello per consegna; isolato:169; accesso: accesso esterno; (z.d. 7)";VIA ;CASCINA BAROCCO;4;6695;7;;"alimentare;non alimentare";;32;32
"VIA BROFFERIO ANGELO N. 1 ; isolato:029; accesso: accesso esterno; (z.d. 9)";VIA ;BROFFERIO ANGELO;1;1465;9;corte de burberi;non alimentare;;40;32
"VIA PIERO DELLA FRANCESCA N. 54 ; isolato:015; accesso: accesso esterno; (z.d. 8)";VIA ;PIERO DELLA FRANCESCA;54;7188;8;;non alimentare;;32;32
VIA RIPAMONTI GIUSEPPE N. 3A (z.d. 5);VIA ;RIPAMONTI GIUSEPPE;3A;4066;5;;non alimentare;;43;32
"VLE SABOTINO N. 13 ; isolato:092; accesso: accesso esterno; (z.d. 5)";VLE ;SABOTINO;13;4046;5;;non alimentare;;40;32
"VLE GORIZIA N. 34 ; isolato:084; accesso: accesso esterno; (z.d. 6)";VLE ;GORIZIA;34;5156;5;il telefonino p.ta ticine;non alimentare;;32;32
"CSO DI PORTA TICINESE N. 50 ;cso di porta ticinese 050; isolato:215; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA TICINESE;50;541;1;;non alimentare;;37;32
"VLO LAVANDAI N. 6 ; isolato:057; accesso: accesso esterno; (z.d. 6)";VLO ;LAVANDAI;6;5160;6;artigianato, oggettistica;non alimentare;18;50;32
"VIA TEOCRITO N. 54 ; isolato:155; accesso: accesso esterno; (z.d. 2)";VIA ;TEOCRITO;54;2485;2;;non alimentare;;32;32
"PZA CINQUE GIORNATE N. 3 ; isolato:031; (z.d. 1)";PZA ;CINQUE GIORNATE;3;3053;1;;non alimentare;;32;32
"VIA SOTTOCORNO PASQUALE N. 2 ; isolato:014; accesso: accesso esterno; (z.d. 4)";VIA ;SOTTOCORNO PASQUALE;2;3152;4;serrature e casseforti;non alimentare;;32;32
"VIA ANDREOLI DON GIUSEPPE N. 9 ; isolato:012; accesso: accesso esterno; (z.d. 9)";VIA ;ANDREOLI DON GIUSEPPE;9;1467;9;;non alimentare;;37;32
"VIA TANTARDINI ANTONIO N. 8 ; isolato:130; accesso: accesso esterno; (z.d. 5)";VIA ;TANTARDINI ANTONIO;8;5224;5;;non alimentare;;32;32
"CSO DI PORTA TICINESE N. 42 ;cso di porta ticinese 042; isolato:215; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA TICINESE;42;541;1;;non alimentare;;85;32
"PAS DUOMO N. 2 ;pas duomo 002; isolato:436; accesso: accesso esterno; (z.d. 1)";PAS ;DUOMO;2;102;1;;alimentare;;32;32
"VIA PAISIELLO GIOVANNI num.003/5; accesso: accesso esterno; (z.d. 3)";VIA ;PAISIELLO GIOVANNI;;2245;3;;non alimentare;;32;32
"VIA FREIKOFEL N. 16 ang. monte cengio; isolato:087; (z.d. 4)";VIA ;FREIKOFEL;16;4367;4;;non alimentare;;32;32
"VIA VIGNA N. 3 ;via vigna 003; isolato:451; accesso: accesso esterno; (z.d. 1)";VIA ;VIGNA;3;636;1;;non alimentare;;32;32
"CSO DI PORTA ROMANA N. 72 ;cso di porta romana 072; isolato:205; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;72;402;1;;non alimentare;59;91;32
"VIA FATEBENEFRATELLI N. 23 ;via fatebenefratelli 023; isolato:093; accesso: accesso esterno; (z.d. 1)";VIA ;FATEBENEFRATELLI;23;144;1;;non alimentare;6;38;32
"VIA PALMI N. 2 ; isolato:154; accesso: accesso esterno; (z.d. 7)";VIA ;PALMI;2;6699;7;;non alimentare;16;48;32
"VIA MORIGI N. 15 ;via morigi 015; isolato:451; accesso: accesso esterno; (z.d. 1)";VIA ;MORIGI;15;633;1;;non alimentare;;32;32
"CSO DI PORTA VITTORIA N. 42 ; isolato:033; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA VITTORIA;42;3016;1;;non alimentare;40;72;32
"PLE SUSA N. 7 ; isolato:185; accesso: accesso esterno; (z.d. 3)";PLE ;SUSA;7;3101;3;;non alimentare;24;56;32
"CSO GENOVA N. 6 ; isolato:218; accesso: accesso esterno; (z.d. 1)";CSO ;GENOVA;6;5164;1;;non alimentare;9;41;32
"ff lambrat codvia 9402 num.000 ; accesso: accesso interno; (z.d. 3)";;;;;;;non alimentare;;37;32
"VIA SANTA CROCE N. 4 ; isolato:212; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA CROCE;4;5188;1;;alimentare;138;170;32
"GLL PATTARI N. 2 ;gll pattari 002; isolato:420; accesso: accesso esterno; (z.d. 1)";GLL ;PATTARI;2;296;1;;non alimentare;3;35;32
"VIA F.LLI FRASCHINI num.003/9; accesso: accesso esterno; (z.d. 5)";VIA ;F.LLI FRASCHINI;;4355;5;;non alimentare;60;92;32
"VIA ANDREOLI DON GIUSEPPE N. 23 ; isolato:012; (z.d. 9)";VIA ;ANDREOLI DON GIUSEPPE;23;1467;9;;non alimentare;;32;32
"VIA MEDEGHINO N. 27 17/3/2008 accertam.udi:trasl?; isolato:045; (z.d. 5)";VIA ;MEDEGHINO;27;5335;5;;"alimentare;non alimentare";3;35;32
"VIA SAN FERMO N. 1 ; isolato:177; (z.d. 1)";VIA ;SAN FERMO;1;1042;1;;non alimentare;8;40;32
"VIA SAN PAOLINO N. 18 int. mercato comunale coperto; isolato:101; (z.d. 6)";VIA ;SAN PAOLINO;18;5425;6;;alimentare;28;60;32
"VIA TITO LIVIO N. 20 ; isolato:146; (z.d. 4)";VIA ;TITO LIVIO;20;4086;4;;non alimentare;;32;32
"VIA SFORZA FRANCESCO N. 47 ;via sforza francesco 047; isolato:115; (z.d. 1)";VIA ;SFORZA FRANCESCO;47;330;1;;non alimentare;;36;32
"VIA BELLOTTI FELICE N. 4 ; isolato:165; accesso: accesso esterno; (z.d. 3)";VIA ;BELLOTTI FELICE;4;3070;3;indocina trade company;non alimentare;;32;32
"VIA PALAZZI LAZZARO N. 8 ; isolato:123; accesso: accesso esterno; (z.d. 3)";VIA ;PALAZZI LAZZARO;8;2171;3;;alimentare;6;38;32
"VIA LORENTEGGIO N. 163 ; isolato:138; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;163;5132;6;;non alimentare;;32;32
"VIA BRIOSCHI FRANCESCO N. 86 ; isolato:011; (z.d. 5)";VIA ;BRIOSCHI FRANCESCO;86;5243;5;;alimentare;;32;32
"CSO LODI N. 9 ; isolato:170; (z.d. 4)";CSO ;LODI;9;4068;4;;non alimentare;4;36;32
"PZA MONTE FALTERONA N. 6 ; isolato:252; (z.d. 7)";PZA ;MONTE FALTERONA;6;6558;7;;non alimentare;;32;32
"VIA CASCINA BAROCCO N. 4 ; isolato:169; (z.d. 7)";VIA ;CASCINA BAROCCO;4;6695;7;;non alimentare;;32;32
"VIA PARMIGIANINO N. 14 ; isolato:207; (z.d. 7)";VIA ;PARMIGIANINO;14;6599;7;;non alimentare;3;35;32
VIA BALDINUCCI FILIPPO N. 98 (z.d. 9);VIA ;BALDINUCCI FILIPPO;98;1267;9;;alimentare;3;35;32
"VLE GORIZIA N. 34 ; isolato:084; accesso: accesso esterno; (z.d. 6)";VLE ;GORIZIA;34;5156;5;;non alimentare;;32;32
"VIA ROMANO GIULIO N. 25 ; isolato:123; (z.d. 5)";VIA ;ROMANO GIULIO;25;4057;5;;alimentare;10;42;32
"VIA MESSINA N. 43 sup.di 1/10 della sup.lorda; isolato:020; (z.d. 8)";VIA ;MESSINA;43;7211;8;;non alimentare;;320;32
"VIA WASHINGTON GIORGIO N. 104 ; isolato:001; (z.d. 6)";VIA ;WASHINGTON GIORGIO;104;6111;6;;non alimentare;;32;32
"VIA PONTI ETTORE N. 20 ; isolato:018; (z.d. 6)";VIA ;PONTI ETTORE;20;5297;6;;"Tabella speciale Carburanti;Alimentare";649;681;32
"VIA AGUDIO TOMMASO N. 7 ; isolato:298; accesso: accesso esterno; (z.d. 8)";VIA ;AGUDIO TOMMASO;7;7197;8;;non alimentare;3;35;32
"VLE CALDARA EMILIO num.020/22; ()";;;;;;bruna;non alimentare;7;39;32
"VIA MERCATO N. 3 ;via mercato 003; isolato:296; (z.d. 1)";VIA ;MERCATO;3;717;1;;non alimentare;25;57;32
"VIA BARACCHINI FLAVIO N. 1 ;via baracchini flavio 001; isolato:422; (z.d. 1)";VIA ;BARACCHINI FLAVIO;1;356;1;;non alimentare;;32;32
VIA MAC MAHON N. 107 (z.d. 8);VIA ;MAC MAHON;107;7221;8;;"Alimentare;Non Alimentare";37;69;32
"VIA BINDA AMBROGIO N. 16 ; isolato:017; accesso: accesso esterno; (z.d. 6)";VIA ;BINDA AMBROGIO;16;5298;6;;non alimentare;;32;32
"VIA MACCHI MAURO N. 26 ; isolato:040; (z.d. 2)";VIA ;MACCHI MAURO;26;2133;2;;non alimentare;;35;32
"VIA MEDA GIUSEPPE N. 11 ; isolato:130; (z.d. 5)";VIA ;MEDA GIUSEPPE;11;5242;5;;non alimentare;;32;32
"VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 13 ; isolato:001; accesso: accesso esterno; (z.d. 3)";VIA ;PIERLUIGI GIOVANNI DA PALESTRINA;13;2235;3;;non alimentare;;42;32
"VIA CENISIO N. 42 ; isolato:014; (z.d. 8)";VIA ;CENISIO;42;7184;8;;non alimentare;;45;32
"VIA HAJECH CAMILLO N. 19 ; isolato:248; (z.d. 4)";VIA ;HAJECH CAMILLO;19;3091;4;;non alimentare;;38;32
"VIA CUSANI N. 4 ;via cusani 004; isolato:293; (z.d. 1)";VIA ;CUSANI;4;719;1;;non alimentare;;36;32
"VIA LUSSU EMILIO N. 4 ; isolato:049; (z.d. 2)";VIA ;LUSSU EMILIO;4;2629;2;;tabella speciale monopolio;;44;32
"VLE SARCA N. 226 spaccio interno fabbricato 143; (z.d. 9)";VLE ;SARCA;226;1427;9;;non alimentare;;32;32
"VLE CAMPANIA N. 30 ; isolato:243; (z.d. 4)";VLE ;CAMPANIA;30;3100;4;;non alimentare;;70;32
VIA MONTEGANI LODOVICO N. 6 (z.d. 5);VIA ;MONTEGANI LODOVICO;6;5330;5;;alimentare;;41;32
"PZA BOLIVAR SIMONE N. 6 ; isolato:085; (z.d. 6)";PZA ;BOLIVAR SIMONE;6;6129;6;;alimentare;68;100;32
"VIA DERNA N. 1 ; isolato:285; (z.d. 2)";VIA ;DERNA;1;2376;2;;non alimentare;;105;32
"VIA VETTA D'ITALIA N. 18 ; isolato:316; accesso: accesso esterno; (z.d. 7)";VIA ;VETTA D'ITALIA;18;6236;7;acquario mediterraneo;non alimentare;;42;32
VIA VENOSTA FELICE N. 25 (z.d. 6);VIA ;VENOSTA FELICE;25;5304;6;;non alimentare;;102;32
VIA LARIO N. 30 (z.d. 9);VIA ;LARIO;30;1171;9;;non alimentare;;32;32
VIA GRASSELLI ANNIBALE N. 4 (z.d. 4);VIA ;GRASSELLI ANNIBALE;4;3268;4;;non alimentare;;32;32
VIA PONTE NUOVO N. 26 (z.d. 2);VIA ;PONTE NUOVO;26;2494;2;;"alimentare;non alimentare";;64;32
VIA VAL DI SOLE N. 22 (z.d. 5);VIA ;VAL DI SOLE;22;4295;5;;non alimentare;;34;32
VIA MESSINA N. 3 (z.d. 8);VIA ;MESSINA;3;7211;8;;non alimentare;;32;32
VIA SARPI FRA' PAOLO N. 20 (z.d. 8);VIA ;SARPI FRA' PAOLO;20;7210;8;;non alimentare;;37;32
"VIA DELLE FORZE ARMATE N. 361 interno superspacci alimentari; (z.d. 7)";VIA ;DELLE FORZE ARMATE;361;6643;7;;alimentare;;32;32
VIA RUSSO VINCENZO N. 12 (z.d. 2);VIA ;RUSSO VINCENZO;12;2328;2;;alimentare;;73;32
VIA STATUTO N. 18 (z.d. 1);VIA ;STATUTO;18;1029;1;;non alimentare;;52;32
VIA BOCCACCIO GIOVANNI N. 4 (z.d. 1);VIA ;BOCCACCIO GIOVANNI;4;6158;1;;alimentare;;119;32
VIA LUSSINPICCOLO N. 1 (z.d. 9);VIA ;LUSSINPICCOLO;1;1345;9;;"alimentare;non alimentare";;42;32
VIA CAMINADELLA N. 18 (z.d. 1);VIA ;CAMINADELLA;18;551;1;;non alimentare;;32;32
VIA DEI TULIPANI N. 2 (z.d. 6);VIA ;DEI TULIPANI;2;6713;6;;non alimentare;;46;32
VIA CUZZI GIUSEPPE N. 16 (z.d. 8);VIA ;CUZZI GIUSEPPE;16;7258;8;;alimentare;;46;32
"VIA MARCONA N. 34 ; isolato:039; accesso: accesso esterno; (z.d. 4)";VIA ;MARCONA;34;3080;4;;"alimentare;non alimentare";;32;32
"VIA LAZZARETTO N. 16 ; isolato:099; accesso: accesso esterno; (z.d. 3)";VIA ;LAZZARETTO;16;2112;3;tabacchi;tabella speciale monopolio;;32;32
"VIA MANZONI ALESSANDRO N. 29 ;via manzoni alessandro 029; isolato:313; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;29;230;1;;non alimentare;;40;32
ALZ NAVIGLIO GRANDE N. 4 (z.d. 6);ALZ ;NAVIGLIO GRANDE;4;5144;6;;Non Alimentare;28;60;32
VIA DELLA MOSCOVA N. 7 (z.d. 1);VIA ;DELLA MOSCOVA;7;1016;1;;Non Alimentare;3;35;32
VIA VETERE N. 5 (z.d. 1);VIA ;VETERE;5;5185;1;;Non Alimentare;4;36;32
VIA PACINI GIOVANNI N. 68 (z.d. 3);VIA ;PACINI GIOVANNI;68;2571;3;;non alimentare;;32;32
VIA TRILUSSA N. 15 (z.d. 8);VIA ;TRILUSSA;15;7367;8;;Non Alimentare;32;64;32
VIA ROSSI PELLEGRINO N. 81 (z.d. 9);VIA ;ROSSI PELLEGRINO;81;1510;9;;Alimentare;;32;32
VIA MURAT GIOACCHINO N. 6 (z.d. 9);VIA ;MURAT GIOACCHINO;6;1316;9;;Alimentare;31;63;32
VIA SOLARI ANDREA N. 23 (z.d. 6);VIA ;SOLARI ANDREA;23;5111;6;;Non Alimentare;;32;32
VIA NOVARA N. 125 (z.d. 7);VIA ;NOVARA;125;6624;7;;Non Alimentare;;32;32
VIA CURTATONE N. 12 (z.d. 1);VIA ;CURTATONE;12;4034;1;;Non Alimentare;5;37;32
VIA CACCIALEPORI N. 10 (z.d. 7);VIA ;CACCIALEPORI;10;6557;7;;Non Alimentare;10;42;32
VIA PIACENZA N. 7 (z.d. 5);VIA ;PIACENZA;7;4064;5;;non alimentare;10;42;32
VIA PORRO LAMBERTENGHI LUIGI N. 13 (z.d. 9);VIA ;PORRO LAMBERTENGHI LUIGI;13;1142;9;;Alimentare;15;47;32
VIA PAVIA N. 3 (z.d. 5);VIA ;PAVIA;3;5262;5;;Alimentare;21;53;32
VLE ABRUZZI N. 86 (z.d. 3);VLE ;ABRUZZI;86;2177;3;;Alimentare;18;50;32
VIA SCRIVIA N. 1 angolo c.so lodi (z.d. 4);VIA ;SCRIVIA;1;4146;4;;Non Alimentare;;32;32
VIA VIGEVANO N. 45 (z.d. 6);VIA ;VIGEVANO;45;5116;6;;"Alimentare;Non Alimentare";23;55;32
VLE LIGURIA N. 41 (z.d. 6);VLE ;LIGURIA;41;5264;6;;Alimentare;41;73;32
ALZ NAVIGLIO GRANDE N. 54 (z.d. 6);ALZ ;NAVIGLIO GRANDE;54;5144;6;;Non Alimentare;;32;32
CSO LODI N. 19 (z.d. 4);CSO ;LODI;19;4068;4;;Non Alimentare;;32;32
VIA ALBRICCI ALBERICO N. 7 (z.d. 1);VIA ;ALBRICCI ALBERICO;7;337;1;;Non Alimentare;42;74;32
VIA GIULIETTI GIUSEPPE MARIA N. 19 (z.d. 2);VIA ;GIULIETTI GIUSEPPE MARIA;19;2525;2;;Non Alimentare;17;49;32
VIA LARIO N. 11 (z.d. 9);VIA ;LARIO;11;1171;9;;Non Alimentare;;32;32
VIA NOVARA N. 451 (z.d. 7);VIA ;NOVARA;451;6624;7;;"Non Alimentare;Tabella speciale Carburanti";16;48;32
CSO VITTORIO EMANUELE II N. 13 (z.d. 1);CSO ;VITTORIO EMANUELE II;13;214;1;;Non Alimentare;32;32;32
RIP DI PTA TICINESE N. 111 (z.d. 6);RIP ;DI PTA TICINESE;111;5150;6;;Non Alimentare;281;313;32
VIA KRAMER ANTONIO N. 20 (z.d. 3);VIA ;KRAMER ANTONIO;20;3180;3;;Non Alimentare;0;35;32
VIA CIVIDALE DEL FRIULI N. 6 (z.d. 7);VIA ;CIVIDALE DEL FRIULI;6;6418;7;;Non Alimentare;48;80;32
VLE BRIANZA N. 31 (z.d. 2);VLE ;BRIANZA;31;2263;2;;Non Alimentare;;32;32
VLE MARCHE N. 95 (z.d. 9);VLE ;MARCHE;95;1360;9;;Non Alimentare;5;37;32
VIA PADOVA N. 244 (z.d. 2);VIA ;PADOVA;244;2275;2;;Non Alimentare;;32;32
VIA ROMBON N. 29 (z.d. 3);VIA ;ROMBON;29;2659;3;;Non Alimentare;32;64;32
VIA PALMIERI NICOLA N. 17 (z.d. 5);VIA ;PALMIERI NICOLA;17;5323;5;;Non Alimentare;4;36;32
VIA ALESSI GALEAZZO N. 1 (z.d. 1);VIA ;ALESSI GALEAZZO;1;5169;1;;Non Alimentare;4;36;32
VIA GENTILINO N. 6 (z.d. 5);VIA ;GENTILINO;6;5204;5;;Non Alimentare;;32;32
VLE PIAVE N. 3 (z.d. 1);VLE ;PIAVE;3;2179;1;;Non Alimentare;;32;32
VIA TOLSTOI LEONE N. 45 (z.d. 6);VIA ;TOLSTOI LEONE;45;5133;6;;Non Alimentare;;32;32
VIA TITO LIVIO N. 22 (z.d. 4);VIA ;TITO LIVIO;22;4086;4;;"Alimentare;Non Alimentare";17;49;32
VIA BERGAMO N. 11 (z.d. 4);VIA ;BERGAMO;11;3189;4;;Non Alimentare;18;50;32
VIA CASCINA BAROCCO N. 3 (z.d. 7);VIA ;CASCINA BAROCCO;3;6695;7;;Alimentare;;122;32
VIA GIOVANNI DA MILANO N. 2 (z.d. 3);VIA ;GIOVANNI DA MILANO;2;3253;3;;Alimentare;6;38;32
VIA CARDUCCI GIOSUE' N. 11 (z.d. 1);VIA ;CARDUCCI GIOSUE';11;602;1;;Non Alimentare;;32;32
VLE TESTI FULVIO N. 62 (z.d. 9);VLE ;TESTI FULVIO;62;1441;9;;"Alimentare;Non Alimentare";;88;32
VLE PAPINIANO N. 47 (z.d. 1);VLE ;PAPINIANO;47;5097;1;;Non Alimentare;;32;32
PZA CINQUE GIORNATE N. 7 (z.d. 4);PZA ;CINQUE GIORNATE;7;3053;4;;"Non Alimentare;Alimentare";;32;32
VIA CORRENTI CESARE N. 17 (z.d. 1);VIA ;CORRENTI CESARE;17;555;1;;Non Alimentare;8;40;32
VLE COL DI LANA N. 2 (z.d. 5);VLE ;COL DI LANA;2;5198;5;;Non Alimentare;;32;32
VLE REGINA GIOVANNA N. 24B (z.d. 3);VLE ;REGINA GIOVANNA;24B;2157;3;;Non Alimentare;58;90;32
CSO EUROPA N. 18 (z.d. 1);CSO ;EUROPA;18;300;1;;Non Alimentare;12;44;32
VIA MASSARA DE CAPITANI N. 5 (z.d. 9);VIA ;MASSARA DE CAPITANI;5;1261;9;;Non Alimentare;115;147;32
"PZA SAN PIETRO IN GESSATE N. 2 ; isolato:196; accesso: accesso esterno; (z.d. 1)";PZA ;SAN PIETRO IN GESSATE;2;3023;1;;non alimentare;;38;33
"VIA NEGROLI N. 1 ; isolato:257; accesso: accesso esterno; (z.d. 4)";VIA ;NEGROLI;1;3279;4;gavezzotti;non alimentare;15;48;33
"CSO VERCELLI N. 14 ; isolato:216; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;14;6193;7;;non alimentare;;33;33
