Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VIA SISMONDI GIANCARLO N. 35 ; isolato:218; accesso: accesso esterno; (z.d. 4)";VIA ;SISMONDI GIANCARLO;35;3256;4;carrefour;"alimentare;non alimentare";;800;398
"VIA GROSSICH ANTONIO N. 3 ; isolato:079; accesso: accesso esterno; (z.d. 3)";VIA ;GROSSICH ANTONIO;3;2576;3;carrefour;"alimentare;non alimentare";;670;398
"CSO BUENOS AIRES N. 36 ; isolato:079; accesso: accesso interno; (z.d. 3)";CSO ;BUENOS AIRES;36;2129;3;diecidecimi spazi moda;non alimentare;;640;398
"VIA VARESINA N. 25 ; isolato:271; accesso: accesso esterno; (z.d. 8)";VIA ;VARESINA;25;7290;8;in s mercato;"alimentare;non alimentare";;399;399
"PZA NAPOLI N. 11 ; isolato:013; accesso: accesso esterno; (z.d. 6)";PZA ;NAPOLI;11;5131;6;punto sma;"alimentare;non alimentare";;399;399
"PLE SUSA N. 12 ; isolato:214; accesso: accesso esterno; (z.d. 4)";PLE ;SUSA;12;3101;4;frigerio gomme;non alimentare;20;420;400
"FOR BUONAPARTE N. 53 ;for buonaparte 053; isolato:238; accesso: accesso esterno; (z.d. 1)";FOR ;BUONAPARTE;53;711;1;buffwtti;non alimentare;1000;1400;400
"PTA BOSSI MAURILIO N. 4 ;pta bossi maurilio 004; isolato:367; accesso: accesso esterno; (z.d. 1)";PTA ;BOSSI MAURILIO;4;116;1;;non alimentare;800;1200;400
"VLE GORIZIA N. 14 ; isolato:056; accesso: accesso interno; (z.d. 6)";VLE ;GORIZIA;14;5156;6;;non alimentare;400;402;400
"VIA PASSO BUOLE N. 4 ; isolato:198; accesso: accesso interno; (z.d. 5)";VIA ;PASSO BUOLE;4;4218;5;;non alimentare;;400;400
"VLE CASSALA N. 61 ; isolato:067; accesso: accesso esterno; (z.d. 6)";VLE ;CASSALA;61;5275;6;giaguaro srl;non alimentare;400;800;400
"LGO BOCCIONI UMBERTO N. 6 ; isolato:093; accesso: accesso esterno; (z.d. 8)";LGO ;BOCCIONI UMBERTO;6;7467;8;;non alimentare;40;440;400
"VIA BUONARROTI MICHELANGELO N. 11 aff. az. tacit. rinnov.; isolato:194; accesso: accesso esterno; (z.d. 7)";VIA ;BUONARROTI MICHELANGELO;11;6253;7;punto sma;"alimentare;non alimentare";450;1030;400
"VIA PADOVA N. 111 ; isolato:279; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;111;2275;2;pam;;;1129;400
"VIA FOSCOLO UGO num.001/3; isolato:471; accesso: accesso esterno; (z.d. 1)";VIA ;FOSCOLO UGO;;205;1;autogrill;non alimentare;;400;400
"VIA LOMELLINA N. 64 ; isolato:219; accesso: accesso interno; (z.d. 4)";VIA ;LOMELLINA;64;3280;4;a. bellomi;non alimentare;500;900;400
"VIA ALUNNO NICOLO' N. 23 ; isolato:197; accesso: accesso esterno; (z.d. 7)";VIA ;ALUNNO NICOLO';23;6640;7;;non alimentare;;400;400
"VIA VARANINI LUIGI N. 28 ; isolato:321; accesso: accesso esterno; (z.d. 2)";VIA ;VARANINI LUIGI;28;2288;2;;non alimentare;;400;400
"VLE FORLANINI ENRICO num.031; isolato:164; accesso: accesso esterno; (z.d. 4)";;;;;;aica concessionaria fiat;non alimentare;;400;400
"VIA SETTEMBRINI LUIGI N. 20 ; isolato:056; accesso: accesso esterno; (z.d. 3)";VIA ;SETTEMBRINI LUIGI;20;2127;3;avalon;non alimentare;;400;400
"VLE PICENO N. 19 ; isolato:030; accesso: accesso esterno; (z.d. 4)";VLE ;PICENO;19;3114;4;blockbuster;"alimentare;non alimentare";;415;400
"VIA GALLARATE N. 221 ; isolato:179; accesso: accesso esterno; (z.d. 8)";VIA ;GALLARATE;221;7420;8;golf house;non alimentare;;400;400
"VLE SABOTINO N. 15 ; isolato:092; accesso: accesso esterno; (z.d. 5)";VLE ;SABOTINO;15;4046;5;;Non Alimentare;;480;400
"VIA VERRI PIETRO N. 6 ;via verri pietro 006; isolato:362; accesso: accesso esterno; (z.d. 1)";VIA ;VERRI PIETRO;6;223;1;jil sander;non alimentare;;400;400
"CSO VERCELLI N. 35 ; isolato:235; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;35;6193;7;della fonte;non alimentare;;460;400
"VLE JENNER EDOARDO N. 29 spaccio interno; isolato:100; (z.d. 9)";VLE ;JENNER EDOARDO;29;1230;9;;non alimentare;;900;400
"VIA PRINA GIUSEPPE N. 11 ; isolato:102; accesso: accesso interno; (z.d. 8)";VIA ;PRINA GIUSEPPE;11;7135;8;emporio isola;non alimentare;;400;400
"CSO MATTEOTTI GIACOMO N. 1 ;cso matteotti giacomo 001; isolato:362; (z.d. 1)";CSO ;MATTEOTTI GIACOMO;1;218;1;alviero martini;non alimentare;;535;400
"VIA MANZONI ALESSANDRO N. 31 ;via manzoni alessandro 031; isolato:254; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;31;230;1;armani/emporio armani;non alimentare;;402;402
"VIA TEANO N. 6 ; isolato:006; accesso: accesso esterno; (z.d. 9)";VIA ;TEANO;6;1632;9;;non alimentare;;403;403
"VIA LAZZARETTO N. 17 ; isolato:098; accesso: accesso esterno; (z.d. 2)";VIA ;LAZZARETTO;17;2112;2;;non alimentare;15;420;405
"PZA DEL DUOMO N. 20 ;pza del duomo 020; isolato:420; accesso: accesso interno; (z.d. 1)";PZA ;DEL DUOMO;20;1;1;libreria san paolo;non alimentare;;564;406
"VIA PACINI GIOVANNI N. 64 ; isolato:083; accesso: accesso esterno; (z.d. 3)";VIA ;PACINI GIOVANNI;64;2571;3;;non alimentare;10;416;406
"VIA SAN PAOLO N. 1 ;cso vittorio emanuele ii 003*; accesso: accesso esterno; (z.d. 1)";VIA ;SAN PAOLO;1;212;1;antiquario;non alimentare;;406;406
"VIA PRINETTI LUIGI N. 44 ; isolato:281; accesso: accesso esterno; (z.d. 2)";VIA ;PRINETTI LUIGI;44;2329;2;;non alimentare;250;659;409
"VIA MANZONI ALESSANDRO N. 31 ;via manzoni alessandro 031; isolato:254; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;31;230;1;armani/armani jeans;non alimentare;;409;409
"VIA CARETTA ANNIBALE N. 1 ; isolato:008; accesso: accesso esterno; (z.d. 3)";VIA ;CARETTA ANNIBALE;1;2241;3;boggi milano e brian berr;non alimentare;;410;410
"VIA LIPARI N. 9 ; isolato:273; accesso: accesso esterno; (z.d. 7)";VIA ;LIPARI;9;6203;7;citroen;non alimentare;;410;410
"CSO VENEZIA N. 5 ;cso venezia 005; isolato:261; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;5;238;1;;non alimentare;;707;410
"VLE MONZA N. 237 ; isolato:099; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;237;2274;2;;non alimentare;;414;414
"CSO SEMPIONE N. 6 ; isolato:136; accesso: accesso esterno; (z.d. 1)";CSO ;SEMPIONE;6;7137;1;sempione;non alimentare;;454;414
VIA BAGUTTA N. 2 (z.d. 1);VIA ;BAGUTTA;2;221;1;;Non Alimentare;;542;414
"CSO VITTORIO EMANUELE II N. 30 ;cso vittorio emanuele ii 030; isolato:360; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;30;214;1;liu.jo;Non Alimentare;;729;417
"VLE MONTE CENERI N. 75 ; isolato:331; accesso: accesso esterno; (z.d. 8)";VLE ;MONTE CENERI;75;7176;8;hb casa;non alimentare;;417;417
"PZA SANTA MARIA BELTRADE N. 1 ;pza santa maria beltrade 001; isolato:441; accesso: accesso esterno; (z.d. 1)";PZA ;SANTA MARIA BELTRADE;1;514;1;;non alimentare;;782;417
"CSO MATTEOTTI GIACOMO N. 11 ;cso matteotti giacomo 011; isolato:263; accesso: accesso esterno; (z.d. 1)";CSO ;MATTEOTTI GIACOMO;11;218;1;boss hugo boss;non alimentare;;420;420
"VIA MONTE SAN GABRIELE N. 8 ; isolato:180; accesso: accesso esterno; (z.d. 2)";VIA ;MONTE SAN GABRIELE;8;2481;2;;non alimentare;;420;420
"VIA MINERBI ARRIGO N. 1 ; isolato:075; accesso: accesso esterno; (z.d. 5)";VIA ;MINERBI ARRIGO;1;5441;5;unes supermercati;"alimentare;non alimentare";;840;420
"VLE CIRENE N. 22 ; isolato:142; accesso: accesso interno; (z.d. 4)";VLE ;CIRENE;22;4085;4;;non alimentare;;420;420
"CSO BUENOS AIRES N. 39 ; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;39;2129;3;;non alimentare;;490;425
"VIA F.LLI BRONZETTI N. 16 ; isolato:020; accesso: accesso interno; (z.d. 4)";VIA ;F.LLI BRONZETTI;16;3089;4;;non alimentare;;428;428
"VIA PAULLO N. 11 ; isolato:058; accesso: accesso interno; (z.d. 4)";VIA ;PAULLO;11;3177;4;;non alimentare;330;758;428
"GLL BUENOS AIRES N. 13 ; isolato:060; accesso: accesso esterno; (z.d. 3)";GLL ;BUENOS AIRES;13;2146;3;emporio del libro;non alimentare;;460;430
"VLE FAMAGOSTA N. 44 ; isolato:077; accesso: accesso esterno; (z.d. 6)";VLE ;FAMAGOSTA;44;5353;6;;non alimentare;;430;430
"VIA BIGLI N. 22 ;via bigli 022; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;BIGLI;22;224;1;tecno;non alimentare;;430;430
"VIA BOVISASCA interno centro commerciale num.173; accesso: accesso interno; (z.d. 9)";;;;;;centro moda l E m;non alimentare;;430;430
VIA PLANA GIOVANNI ANTONIO N. 38 (z.d. 8);VIA ;PLANA GIOVANNI ANTONIO;38;7177;8;;non alimentare;900;1333;433
"CSO SEMPIONE N. 43 ; isolato:083; accesso: accesso esterno; (z.d. 8)";CSO ;SEMPIONE;43;7137;8;piaggio;non alimentare;;434;434
"VIA VERRI PIETRO num.001/3; accesso: accesso esterno; ()";VIA ;VERRI PIETRO;;223;1;canali;non alimentare;;544;434
"CSO COMO N. 10 ; isolato:322; accesso: accesso interno; (z.d. 9)";CSO ;COMO;10;1111;9;;non alimentare;;436;436
"GLL PASSARELLA N. 1 ;gll passarella 001; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL ;PASSARELLA;1;303;1;sisley;non alimentare;;454;437
"CSO DI PORTA ROMANA N. 132 ; isolato:039; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;132;402;1;spazio fitecarraldo;non alimentare;;1274;439
VIA BOSCOVICH RUGGERO N. 58 (z.d. 3);VIA ;BOSCOVICH RUGGERO;58;2131;3;;Non Alimentare;;515;439
"VIA CONCA DEL NAVIGLIO N. 37 ; isolato:128; accesso: accesso esterno; (z.d. 1)";VIA ;CONCA DEL NAVIGLIO;37;5180;1;di per di;"alimentare;non alimentare";;513;440
"VIA DE AMICIS EDMONDO num.020/22; isolato:220; accesso: accesso esterno; (z.d. 1)";VIA ;DE AMICIS EDMONDO;;574;1;saro;non alimentare;2362;2802;440
"VLE TESTI FULVIO N. 260 ; isolato:045; accesso: area ap.rec.; (z.d. 9)";VLE ;TESTI FULVIO;260;1441;9;sagam;non alimentare;;1080;440
"VIA VERRI PIETRO num.001/3; ()";VIA ;VERRI PIETRO;;223;1;;non alimentare;;807;440
VIA BRERA N. 21 (z.d. 1);VIA ;BRERA;21;122;1;;Non Alimentare;;620;442
"VIA BIGLI N. 22 ;via bigli 022; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;BIGLI;22;224;1;tecno;non alimentare;;445;445
"GLL SAN BABILA num.004/a; isolato:264; accesso: accesso esterno; (z.d. 1)";GLL ;SAN BABILA;;360;1;smart;non alimentare;;450;450
"VLE AFFORI N. 19 ; isolato:145; accesso: accesso esterno; (z.d. 9)";VLE ;AFFORI;19;1545;9;;non alimentare;150;600;450
"VIA SCIESA AMATORE N. 21 ; isolato:056; accesso: accesso esterno; (z.d. 4)";VIA ;SCIESA AMATORE;21;3072;4;;non alimentare;60;510;450
"CSO INDIPENDENZA N. 1 ; isolato:177; accesso: accesso esterno; (z.d. 3)";CSO ;INDIPENDENZA;1;3118;3;;non alimentare;1550;2000;450
"VIA MEDA GIUSEPPE N. 27 ; isolato:002; accesso: accesso esterno; (z.d. 5)";VIA ;MEDA GIUSEPPE;27;5242;5;autogiolli;non alimentare;;450;450
"VIA PADOVA N. 15 ; isolato:352; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;15;2275;2;mercedes benz milano;non alimentare;;450;450
"VIA NEGROTTO MICHELE PERICLE num.049/6; isolato:161; accesso: accesso esterno; (z.d. 8)";;;;;;;non alimentare;;450;450
"VIA GIOVANNI DA PROCIDA N. 6 ; isolato:085; accesso: accesso interno; (z.d. 8)";VIA ;GIOVANNI DA PROCIDA;6;7151;8;prodotti per non vedenti;non alimentare;;450;450
"GLL SAN BABILA num.004/b; isolato:264; accesso: accesso esterno; (z.d. 1)";GLL ;SAN BABILA;;360;1;guess;non alimentare;;500;450
"VIA GADAMES num.057; isolato:203; accesso: accesso esterno; (z.d. 8)";VIA ;GADAMES;;7423;8;;non alimentare;;450;450
CSO MATTEOTTI GIACOMO N. 18 (z.d. 1);CSO ;MATTEOTTI GIACOMO;18;218;1;;Non Alimentare;;543;451
VIA MONTE NAPOLEONE N. 12 (z.d. 1);VIA ;MONTE NAPOLEONE;12;219;1;;Non Alimentare;;634;452
"VIA MONTE NAPOLEONE N. 11 ;via monte napoleone 011; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;11;219;1;versace;"alimentare;non alimentare";;454;454
"VIA DELLA MOSCOVA N. 30 ; isolato:009; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA MOSCOVA;30;1016;1;carrefour;"alimentare;non alimentare";;612;454
CSO BUENOS AIRES N. 54 (z.d. 3);CSO ;BUENOS AIRES;54;2129;3;;Non Alimentare;;548;454
"VLE MONZA N. 113 ; isolato:293; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;113;2274;2;;non alimentare;100;555;455
"VIA CARLI GIAN RINALDO N. 9 ; isolato:051; accesso: accesso interno; (z.d. 9)";VIA ;CARLI GIAN RINALDO;9;1563;9;;non alimentare;90;546;456
"PZA DEL DUOMO N. 21 ;pza del duomo 021; isolato:471; accesso: accesso esterno; (z.d. 1)";PZA ;DEL DUOMO;21;1;1;stefanel;non alimentare;;499;460
"ff porta g codvia 9403 num.000 ; isolato:259; accesso: accesso interno; (z.d. 9)";;;;;;farmacia;tabella speciale farmacie;;753;462
"CSO VERCELLI N. 3 ; isolato:236; accesso: accesso interno; (z.d. 7)";CSO ;VERCELLI;3;6193;7;alberto germani sportrend;non alimentare;;606;464
"CSO BUENOS AIRES N. 64 ; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;64;2129;3;conbipel;non alimentare;;552;465
"VIA MANZONI ALESSANDRO N. 31 ;via manzoni alessandro 031; isolato:254; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;31;230;1;armani/emporio armani;non alimentare;;465;465
"PZA DIAZ ARMANDO N. 6 ;pza diaz armando 006; isolato:448; accesso: accesso esterno; (z.d. 1)";PZA ;DIAZ ARMANDO;6;339;1;co. import;non alimentare;;525;468
"VIA MONTE NAPOLEONE N. 3 ;via monte napoleone 003; isolato:315; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;3;219;1;;Non Alimentare;;499;469
"VIA SAN SISTO N. 9 ;via san sisto 009; isolato:335; accesso: accesso esterno; (z.d. 1)";VIA ;SAN SISTO;9;513;1;meazza;non alimentare;350;820;470
"VIA NIEVO IPPOLITO N. 41 ; isolato:087; accesso: accesso esterno; (z.d. 8)";VIA ;NIEVO IPPOLITO;41;6354;8;;non alimentare;;470;470
"VLE MONZA N. 244 fallimento del 30/07/2009; isolato:065; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;244;2274;2;;non alimentare;;470;470
VLE COL DI LANA N. 6 (z.d. 5);VLE ;COL DI LANA;6;5198;5;;non alimentare;;470;470
"VIA PINDARO N. 7 allo sportello x distribuzione; isolato:033; accesso: accesso esterno; (z.d. 2)";VIA ;PINDARO;7;2401;2;melchionni diffusione;non alimentare;;512;470
"VIA PONTI ETTORE N. 45 aff. az. tacit. rinnov.; isolato:042; accesso: area ap.rec.; (z.d. 6)";VIA ;PONTI ETTORE;45;5297;6;punto market;"alimentare;non alimentare";;769;470
"VIA GIOVANNI DA PROCIDA num.018; isolato:099; accesso: accesso esterno; (z.d. 8)";;;;;;di x di il supermercato;"alimentare;non alimentare";;665;470
"CSO VENEZIA N. 2 ;cso venezia 002; isolato:190; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;2;238;1;;non alimentare;;475;475
"VIA CASARSA N. 9 ; isolato:056; accesso: accesso interno; (z.d. 9)";VIA ;CASARSA;9;1577;9;;non alimentare;14;490;476
VIA DELLA PECETTA n. 31/33;VIA ;DELLA PECETTA;;7251;8;;"Alimentare;Non Alimentare";;601;477
"VIA ANDEGARI N. 18 ;via andegari 018*; accesso: accesso esterno; (z.d. 1)";VIA ;ANDEGARI;18;120;1;frette;non alimentare;;480;480
VIA BORDIGHERA N. 12 (z.d. 5);VIA ;BORDIGHERA;12;5265;5;;non alimentare;;480;480
"VIA GUINIZELLI GUIDO N. 22 ; isolato:348; accesso: accesso esterno; (z.d. 2)";VIA ;GUINIZELLI GUIDO;22;2281;2;gold market;non alimentare;210;690;480
"CSO MONFORTE N. 20 angolo visconti di modrone;cso monforte 020; isolato:192; (z.d. 1)";CSO ;MONFORTE;20;348;1;;non alimentare;;575;480
"VLE VITTORIO VENETO N. 20 ; isolato:134; accesso: accesso esterno; (z.d. 2)";VLE ;VITTORIO VENETO;20;2107;2;euronics;non alimentare;;481;481
"VIA CONFALONIERI FEDERICO N. 34 ; isolato:283; accesso: accesso esterno; (z.d. 9)";VIA ;CONFALONIERI FEDERICO;34;1125;9;;non alimentare;82;567;485
"VLE CERTOSA N. 148 ; isolato:220; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;148;7174;8;mitsubishi motors;non alimentare;;485;485
VIA SAN DAMIANO N. 4 (z.d. 1);VIA ;SAN DAMIANO;4;351;1;;non alimentare;;485;485
"VIA CORRENTI CESARE N. 10 ;via correnti cesare 010; isolato:281; accesso: accesso esterno; (z.d. 1)";VIA ;CORRENTI CESARE;10;555;1;centro botanico;"alimentare;non alimentare";;646;489
"VIA ARONA N. 4 ; isolato:040; accesso: accesso esterno; (z.d. 8)";VIA ;ARONA;4;7169;8;;non alimentare;150;640;490
"VLE UMBRIA N. 126 ; isolato:260; accesso: accesso interno; (z.d. 4)";VLE ;UMBRIA;126;3145;4;;non alimentare;;490;490
"VIA SAN RAFAEL DELLE ANDE num.006/8; isolato:067; accesso: accesso esterno; (z.d. 2)";VIA ;SAN RAFAEL DELLE ANDE;;1457;2;ld discount;"alimentare;non alimentare";;490;490
"LGO ISARCO N. 2 ; isolato:013; (z.d. 5)";LGO ;ISARCO;2;4129;5;;non alimentare;;500;492
"VIA DELLA SPIGA N. 22 ;via della spiga 022; isolato:184; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA SPIGA;22;226;1;tod s;non alimentare;;920;495
"VIA CORREGGIO N. 8 ; isolato:173; accesso: accesso interno; (z.d. 7)";VIA ;CORREGGIO;8;6287;7;f.lli civeni ass. e vend.;non alimentare;70;568;498
"VIA RUBENS PIETRO N. 8 ; isolato:119; accesso: accesso esterno; (z.d. 7)";VIA ;RUBENS PIETRO;8;6597;7;ld market;"alimentare;non alimentare";;832;498
"VIA ROSSI PELLEGRINO N. 80 ; isolato:183; accesso: accesso esterno; (z.d. 9)";VIA ;ROSSI PELLEGRINO;80;1510;9;giussani;non alimentare;;499;499
"CSO BUENOS AIRES N. 28 ; isolato:082; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;28;2129;3;prenatal;non alimentare;;500;500
"VIA FERRARIS GALILEO N. 7 ; isolato:019; accesso: accesso esterno; (z.d. 8)";VIA ;FERRARIS GALILEO;7;7237;8;e.manfredini-forniture id;non alimentare;;500;500
"VIA FELTRE num.034/5; isolato:067; accesso: accesso interno; (z.d. 3)";;;;;;;non alimentare;;500;500
"VIA SOLONE N. 8 ; isolato:071; accesso: accesso esterno; (z.d. 2)";VIA ;SOLONE;8;2346;2;;non alimentare;;500;500
"CSO SAN GOTTARDO N. 42 ; isolato:113; accesso: accesso interno; (z.d. 5)";CSO ;SAN GOTTARDO;42;5203;5;;non alimentare;250;750;500
"CSO BUENOS AIRES N. 41 ; isolato:059; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;41;2129;3;frigerio pellicce;non alimentare;;500;500
"mm1 cadorn codvia 9115 num.000 ; isolato:994; accesso: accesso interno; (z.d. 1)";;;;;;cervi arredamenti;non alimentare;100;600;500
"VIA MONTALBINO N. 4 ; isolato:079; accesso: accesso interno; (z.d. 9)";VIA ;MONTALBINO;4;1340;9;cdc poin spa;non alimentare;;500;500
"VIA MADERNA BRUNO N. 2 ; isolato:072; accesso: accesso esterno; (z.d. 4)";VIA ;MADERNA BRUNO;2;3382;4;;non alimentare;;500;500
"VIA MILLELIRE DOMENICO N. 14 ; isolato:106; accesso: accesso interno; (z.d. 7)";VIA ;MILLELIRE DOMENICO;14;6620;7;naturasi;"alimentare;non alimentare";;775;500
"VIA MONTE NAPOLEONE num.027/c;via formentini marco 009; isolato:302; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;;219;1;;non alimentare;;500;500
"VIA MONTE NAPOLEONE N. 8 ;via monte napoleone 008; isolato:262; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;8;219;1;prada;non alimentare;;1280;500
"VIA PALESTRO N. 24 ; isolato:095; accesso: accesso esterno; (z.d. 1)";VIA ;PALESTRO;24;2102;1;gianni campagna;non alimentare;;500;500
"VIA VERRI PIETRO N. 10 ;via monte napoleone 007; isolato:183; accesso: accesso esterno; (z.d. 1)";VIA ;VERRI PIETRO;10;223;1;larusmiani;non alimentare;;500;500
"VIA CUNEO N. 4 ; isolato:214; accesso: accesso esterno; (z.d. 7)";VIA ;CUNEO;4;6281;7;combipel;non alimentare;;1530;500
"VIA WITTGENS FERNANDA N. 5 ;via wittgens fernanda 005; isolato:275; accesso: accesso esterno; (z.d. 1)";VIA ;WITTGENS FERNANDA;5;597;1;;non alimentare;;502;502
"CSO BUENOS AIRES N. 36 ; isolato:079; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;36;2129;3;muji;non alimentare;;505;505
"VIA TARTINI GIUSEPPE aff. az. tacit. rinnov. num.003/a; isolato:057; accesso: accesso esterno; (z.d. 9)";;;;;;punto sma;"alimentare;non alimentare";;900;505
"VIA MAMBRETTI ANTONIO N. 9 ; isolato:118; accesso: accesso esterno; (z.d. 8)";VIA ;MAMBRETTI ANTONIO;9;7455;8;;non alimentare;;945;506
"VIA MONCUCCO num.036/a; accesso: accesso esterno; (z.d. 6)";VIA ;MONCUCCO;;5320;6;penny market;"Alimentare;non alimentare";;750;506
"VIA POERIO CARLO N. 3 ; isolato:175; accesso: accesso esterno; (z.d. 3)";VIA ;POERIO CARLO;3;3181;3;m.c. selvini;non alimentare;;800;508
"VIA STAMIRA D'ANCONA N. 28 ; isolato:195; accesso: area ap.rec.; (z.d. 2)";VIA ;STAMIRA D'ANCONA;28;2337;2;penny market;"alimentare;non alimentare";;772;510
"VIA SANT' ANDREA num.010/a; isolato:261; accesso: accesso esterno; (z.d. 1)";VIA ;SANT' ANDREA;;222;1;chanel;Non Alimentare;;742;511
"VIA SCANINI ALESSANDRO N. 9 ; isolato:080; accesso: accesso esterno; (z.d. 7)";VIA ;SCANINI ALESSANDRO;9;6755;7;;non alimentare;;512;512
"VIA DURINI N. 23 ;via durini 023; isolato:317; accesso: accesso esterno; (z.d. 1)";VIA ;DURINI;23;313;1;vetrofania;non alimentare;;1056;514
"FOR BUONAPARTE N. 24 ;for buonaparte 024; isolato:296; (z.d. 1)";FOR ;BUONAPARTE;24;711;1;;non alimentare;;742;519
"VIA KULISCIOFF ANNA N. 6 loc.interno; isolato:053; accesso: accesso esterno; (z.d. 6)";VIA ;KULISCIOFF ANNA;6;6812;6;sveziacar spa;non alimentare;;520;520
"VIA MERULA GIORGIO num.009/3; isolato:035; accesso: accesso interno; (z.d. 6)";;;;;;;non alimentare;;523;523
"VIA PARRI FERRUCCIO num.060; ()";VIA ;PARRI FERRUCCIO;;7585;6;;non alimentare;;0;524
"VIA TORINO N. 61 ;via torino 061; isolato:399; (z.d. 1)";VIA ;TORINO;61;543;1;terranova;non alimentare;;883;525
"VIA GIOVANNI DA UDINE N. 3 ; isolato:220; accesso: accesso esterno; (z.d. 8)";VIA ;GIOVANNI DA UDINE;3;7408;8;;non alimentare;337;867;530
"VLE TESTI FULVIO N. 260 ; isolato:045; accesso: accesso esterno; (z.d. 9)";VLE ;TESTI FULVIO;260;1441;9;;non alimentare;;2770;530
"CSO MAGENTA N. 10 ;cso magenta 010; isolato:291; accesso: accesso esterno; (z.d. 1)";CSO ;MAGENTA;10;604;1;;non alimentare;;580;530
"VIA RONCHI N. 2 ; isolato:093; accesso: accesso esterno; (z.d. 3)";VIA ;RONCHI;2;2655;3;tessuti raponi;non alimentare;;1050;531
VIA MAGREGLIO N. 10 (z.d. 8);VIA ;MAGREGLIO;10;7486;8;;"alimentare;non alimentare";;820;535
"PLE FERRARA N. 2 interno merc. comun. coperto; isolato:125; pto strada:cs; accesso: accesso interno; (z.d. 4)";PLE ;FERRARA;2;4158;4;;"alimentare;non alimentare";1;54;536
"VIA CHIOSTERGI GIUSEPPE N. 13 ; isolato:018; accesso: accesso esterno; (z.d. 7)";VIA ;CHIOSTERGI GIUSEPPE;13;6850;7;;";Non Alimentare";;1384;536
"VIA VOLTERRA N. 12 sopralluogo spac 07/09/2006; isolato:250; accesso: accesso esterno; (z.d. 7)";VIA ;VOLTERRA;12;6260;7;;non alimentare;110;650;540
"CSO EUROPA N. 2 ;cso europa 002; isolato:319; accesso: accesso esterno; (z.d. 1)";CSO ;EUROPA;2;300;1;corso europa emporio casa;non alimentare;80;620;540
VIA MONTE NAPOLEONE N. 12 (z.d. 1);VIA ;MONTE NAPOLEONE;12;219;1;;Non Alimentare;;735;547
"VIA SAN MAMETE N. 54 ; isolato:142; accesso: accesso esterno; (z.d. 2)";VIA ;SAN MAMETE;54;2413;2;geco sanitari;non alimentare;;548;548
"VIA TORINO N. 19 ;via torino 019; isolato:446; accesso: accesso esterno; (z.d. 1)";VIA ;TORINO;19;543;1;energia;non alimentare;;750;550
"VLE MONZA N. 258 ; isolato:040; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;258;2274;2;f.lli simoni snc.;non alimentare;;550;550
"VIA IMPERIA N. 33 ; isolato:050; accesso: accesso esterno; (z.d. 6)";VIA ;IMPERIA;33;5266;6;centro marmitte;non alimentare;;550;550
"VIA MEDA GIUSEPPE N. 11 ; isolato:130; accesso: accesso esterno; (z.d. 5)";VIA ;MEDA GIUSEPPE;11;5242;5;lancia;non alimentare;;550;550
"VIA SANT' EUFEMIA N. 25 ;via sant' eufemia 025; isolato:271; accesso: accesso esterno; (z.d. 1)";VIA ;SANT' EUFEMIA;25;405;1;fondazione metropolitan;non alimentare;;550;550
"CSO COMO N. 10 ; isolato:322; accesso: accesso interno; (z.d. 9)";CSO ;COMO;10;1111;9;galleria carla sozzani;non alimentare;;550;550
